Date,RegionName,State,Metro,County,City,SizeRank,Zri,MoM,QoQ,YoY,ZriRecordCnt
1/31/2020,Upper Roxborough,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1205,1561,-0.0025,0.0066,0.0229,3355
1/31/2020,Germantown East,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1221,1162,0.011,-0.0017,-0.0255,3995
1/31/2020,Whitman,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1253,1275,-0.008,-0.0186,0.0235,3779
1/31/2020,Modena,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1266,1509,-0.001,0.0152,0.0554,3959
1/31/2020,Chestnut Hill,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1279,1705,0.0136,-0.0052,-0.0288,3324
1/31/2020,Torresdale,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1314,1305,-0.0096,0.0081,0.0316,3958
1/31/2020,Northwood,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1334,1201,0.002,-0.0004,0.0225,2764
1/31/2020,West Passyunk,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1340,1285,-0.0066,0.0002,0.0233,4125
1/31/2020,Pennypack,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1341,1420,-0.0263,0.0105,0.0312,3228
1/31/2020,Cabbage Hill,PA,Lancaster,Lancaster County,Lancaster Township,1342,1112,0.0183,0.0219,0.0489,4033
1/31/2020,East Passyunk,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1349,1500,0.0295,0.0345,0.0537,3867
1/31/2020,Passyunk Square,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1364,1536,0.0273,0.0181,0.0262,4125
1/31/2020,Mill Creek,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1372,1212,0.0002,-0.0018,-0.0098,2927
1/31/2020,Carrick,PA,Pittsburgh,Allegheny County,Pittsburgh,1378,940,0.0189,-0.0015,0.0306,3980
1/31/2020,West Ward,PA,Allentown-Bethlehem-Easton,Northampton County,Easton,1415,1218,0.0033,-0.0018,0.0305,3208
1/31/2020,West End,PA,Lancaster,Lancaster County,Lancaster Township,1425,1222,-0.0003,-0.0133,0.0115,4241
1/31/2020,Prospect Heights,PA,Lancaster,Lancaster County,Lancaster Township,1435,1232,0.0026,0.0131,0.0151,3360
1/31/2020,East Falls,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1446,1542,0.0003,0.0079,0.0399,4321
1/31/2020,North Oakland,PA,Pittsburgh,Allegheny County,Pittsburgh,1473,1810,0.0242,0.0545,0.0707,1041
1/31/2020,Stanton,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1557,1218,-0.007,0.0193,0.0147,4972
1/31/2020,Fairmount,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1564,1654,-0.007,0.0213,0.0519,4595
1/31/2020,Mountainville,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,1580,1269,0.0133,0.0407,0.0241,3398
1/31/2020,Newbold,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1608,1299,0.0016,-0.0047,0.0004,3169
1/31/2020,Oakland,PA,Pittsburgh,Allegheny County,Pittsburgh,1620,1353,0.0097,0.0319,0.0688,2113
1/31/2020,Mount Washington,PA,Pittsburgh,Allegheny County,Pittsburgh,1637,1277,0.0094,0.0211,0.0706,4001
1/31/2020,Morrell Park,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1653,1447,0,0.0249,0.0562,3130
1/31/2020,West Park Historic District,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,1687,1178,-0.0062,0.0001,0.077,2190
1/31/2020,East Side,PA,Lancaster,Lancaster County,Lancaster Township,1692,1114,-0.0194,-0.0206,0.0095,2413
1/31/2020,Dormont,PA,Pittsburgh,Allegheny County,Pittsburgh,1706,1080,-0.0211,0.0158,0.0808,3006
1/31/2020,Cedar Park,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1714,1302,-0.0109,-0.0257,-0.0115,2707
1/31/2020,Beechview,PA,Pittsburgh,Allegheny County,Pittsburgh,1743,1010,-0.0046,0.0284,0.0582,3279
1/31/2020,Southwest Schuylkill,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1752,1187,-0.0085,-0.0167,0.0106,3602
1/31/2020,Brewerytown,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1771,1391,-0.0123,0.0141,0.085,4787
1/31/2020,Dickinson Narrows,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1782,1437,0.0237,0.0009,0.0416,2613
1/31/2020,Ross,PA,Lancaster,Lancaster County,Lancaster Township,1799,1135,0.0015,-0.0176,0.0336,2868
1/31/2020,Greenfield,PA,Pittsburgh,Allegheny County,Pittsburgh,1804,1163,-0.0052,0.0125,0.0388,3248
1/31/2020,SouthSide,PA,Allentown-Bethlehem-Easton,Northampton County,Easton,1903,1298,0.0083,0.0128,0.0306,3125
1/31/2020,Spring Garden,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1913,1845,-0.0014,-0.0187,0.0384,3989
1/31/2020,8th Ward,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,1925,1218,0.0108,0.0204,0.0777,2272
1/31/2020,Jordan Heights-Old Fairgrounds,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,1937,1106,-0.0044,0.0263,0.0571,2010
1/31/2020,West End,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,1941,1365,0.0013,0.0214,0.0214,3129
1/31/2020,Pennsport,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1953,1443,0.0068,-0.0168,0.0156,3262
1/31/2020,Mantua,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1970,1387,0.0122,0.0063,0.0368,2885
1/31/2020,Wynnefield Heights,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,1988,1336,0.013,0.0224,0.0066,1358
1/31/2020,Summerdale,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2021,1184,0.0104,0.0379,0.0282,2185
1/31/2020,Uptown,PA,Harrisburg-Carlisle,Dauphin County,Harrisburg,2042,951,-0.0022,0.0267,0.0321,3720
1/31/2020,Queen Village,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2051,1710,0.0131,-0.0012,-0.0512,3315
1/31/2020,Germantown Southwest,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2055,1201,0.0145,0.0153,0.0272,2914
1/31/2020,Germantown West Central,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2059,1358,-0.0012,-0.0233,0.0364,1727
1/31/2020,Highland Park,PA,Pittsburgh,Allegheny County,Pittsburgh,2082,1298,-0.0004,0.0178,0.0357,2175
1/31/2020,Brighton Heights,PA,Pittsburgh,Allegheny County,Pittsburgh,2110,1068,0.0232,0.0372,0.0708,2950
1/31/2020,Midtown,PA,Harrisburg-Carlisle,Dauphin County,Harrisburg,2127,977,-0.0038,-0.0056,0.0541,3251
1/31/2020,Old City,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2135,1837,-0.0035,-0.003,0.0403,5199
1/31/2020,Franklinville,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2179,1112,0.0269,0.0185,0.0266,2454
1/31/2020,Northern Liberties,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2222,1900,0.0024,0.0054,0.054,5766
1/31/2020,Bridesburg,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2238,1216,-0.0247,-0.0283,0.0134,2559
1/31/2020,Village Green-Green Ridge,PA,Philadelphia-Camden-Wilmington,Delaware County,Aston Township,2246,1410,-0.0128,-0.0278,-0.0177,2871
1/31/2020,Conestoga Heights,PA,Lancaster,Lancaster County,Lancaster Township,2455,1185,0.0171,0.0285,0.0286,1091
1/31/2020,East Kensington,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2462,1492,0.0053,0.0095,0.0147,3013
1/31/2020,Penn Wynne,PA,Philadelphia-Camden-Wilmington,Montgomery County,Wynnewood,2486,2088,0.0064,0.0149,0.1126,2816
1/31/2020,Eastwick,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2490,1209,-0.0052,-0.0184,-0.014,1423
1/31/2020,Southside Flats,PA,Pittsburgh,Allegheny County,Pittsburgh,2529,1504,0.0102,0.0167,0.1068,3535
1/31/2020,Germantown Morton,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2568,1211,0.0057,0.0115,0.0135,2057
1/31/2020,Sheraden,PA,Pittsburgh,Allegheny County,Pittsburgh,2572,965,0.0073,0.0278,0.0963,2029
1/31/2020,Chestnut Hill,PA,Lancaster,Lancaster County,Lancaster Township,2581,1222,0.0002,-0.0153,0.0466,2540
1/31/2020,East Liberty,PA,Pittsburgh,Allegheny County,Pittsburgh,2583,1239,0.0143,0.0229,0.045,1205
1/31/2020,Bella Vista,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2589,1690,-0.0179,-0.0233,-0.0168,3022
1/31/2020,College Hill,PA,Allentown-Bethlehem-Easton,Northampton County,Easton,2595,1372,-0.0132,0.0013,0.016,1303
1/31/2020,Point Breeze,PA,Pittsburgh,Allegheny County,Pittsburgh,2617,1564,0.029,0.0342,0.0345,2176
1/31/2020,Kelly,PA,Lewisburg,Union County,Lewisburg,2693,1194,0.0012,0.0041,-0.0242,1163
1/31/2020,Old Allentown Historic District,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,2701,1039,-0.0245,-0.0067,0.0407,1765
1/31/2020,East Buffalo,PA,Lewisburg,Union County,Lewisburg,2760,1224,-0.0021,-0.0232,-0.1418,2053
1/31/2020,Fairhill,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2784,1056,0.0087,-0.012,0.0167,1910
1/31/2020,Francisville,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2880,1718,0.0122,0.0155,-0.0139,2758
1/31/2020,Stadium District,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2893,1375,-0.0003,0.0105,0.0289,2035
1/31/2020,West Powelton,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,2905,1363,-0.0003,0.018,0.0431,1538
1/31/2020,Spry,PA,York-Hanover,York County,York Township,2998,1232,0.0042,0.0023,0.0031,1480
1/31/2020,Manayunk,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3005,1466,0.0005,0.018,0.0626,2566
1/31/2020,Jordan Creek-NOTI,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,3024,1198,0.0164,0.0693,0.0693,1337
1/31/2020,Southside Slopes,PA,Pittsburgh,Allegheny County,Pittsburgh,3076,1174,0.0067,0.0184,0.0628,2387
1/31/2020,Stanton Heights,PA,Pittsburgh,Allegheny County,Pittsburgh,3086,1218,0.0096,0.0433,0.0593,2097
1/31/2020,Society Hill,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3149,1888,-0.0072,-0.0364,0.039,4577
1/31/2020,Lincoln-Lemington-Belmar,PA,Pittsburgh,Allegheny County,Pittsburgh,3186,962,-0.0002,-0.001,0.0461,1486
1/31/2020,Central Lawrenceville,PA,Pittsburgh,Allegheny County,Pittsburgh,3190,1489,0.0135,0.0219,0.0815,2267
1/31/2020,Stevens,PA,Lancaster,Lancaster County,Lancaster Township,3203,1061,0.0121,0.0119,0.0498,1259
1/31/2020,Marshall - Shadeland,PA,Pittsburgh,Allegheny County,Pittsburgh,3208,1009,0.0047,-0.0026,0.0435,1955
1/31/2020,Wister,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3220,1186,0.0127,-0.0018,0.0185,1354
1/31/2020,Fern Rock,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3263,1189,0.0191,0.041,0.0317,1389
1/31/2020,Hazelwood,PA,Pittsburgh,Allegheny County,Pittsburgh,3280,954,0.0248,0.036,0.0523,1876
1/31/2020,West Poplar,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3319,1740,-0.006,0.016,0.066,1131
1/31/2020,Lexington Park,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3327,1471,-0.0103,0.0164,0.0178,1210
1/31/2020,Knoxville,PA,Pittsburgh,Allegheny County,Pittsburgh,3341,955,0.0194,0.0446,0.0684,1478
1/31/2020,Wissahickon,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3402,1503,0.0072,0.0091,0.0235,1714
1/31/2020,6th Ward,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,3474,1229,0.0111,0.0247,0.0999,1062
1/31/2020,Banksville,PA,Pittsburgh,Allegheny County,Pittsburgh,3501,1219,0.0123,0.0088,0.0746,1322
1/31/2020,Old Kensington,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3512,1773,-0.0013,0.0402,0.0632,2563
1/31/2020,Penrose,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3526,1120,-0.0019,-0.0119,-0.0065,1446
1/31/2020,Crafton Heights,PA,Pittsburgh,Allegheny County,Pittsburgh,3539,1075,0.0208,0.0173,0.0628,1468
1/31/2020,Belmont,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3562,1221,-0.008,-0.0333,-0.0015,1157
1/31/2020,Glenwood,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3567,1152,0.0181,0.0124,0.0239,1464
1/31/2020,Garfield,PA,Pittsburgh,Allegheny County,Pittsburgh,3580,1147,0.0105,0.0363,0.0899,1324
1/31/2020,Beech-Wilson,PA,Philadelphia-Camden-Wilmington,Montgomery County,Pottstown,3630,1340,-0.0043,0.0049,0.0352,1452
1/31/2020,Perry North,PA,Pittsburgh,Allegheny County,Pittsburgh,3640,1053,0.0229,0.0275,0.04,1699
1/31/2020,Breinigsville,PA,Allentown-Bethlehem-Easton,Lehigh County,Upper Macungie Township,3661,1427,-0.0056,0.0178,0.0488,1977
1/31/2020,Manatawny-Farmington,PA,Philadelphia-Camden-Wilmington,Montgomery County,Pottstown,3695,1256,0.0017,0.0055,0.0418,1567
1/31/2020,Elim,PA,Johnstown,Cambria County,Upper Yoder Township,3701,728,-0.0029,0.033,0.1074,1233
1/31/2020,East Parkside,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,3705,1222,0.0065,-0.0089,0.0241,1131
1/31/2020,Westwood,PA,Pittsburgh,Allegheny County,Pittsburgh,3769,1110,0.023,0.0608,0.0746,1244
1/31/2020,Lincoln Place,PA,Pittsburgh,Allegheny County,Pittsburgh,3806,958,0.0106,-0.0133,-0.0053,1527
1/31/2020,East End South,PA,Philadelphia-Camden-Wilmington,Montgomery County,Pottstown,3829,1225,0.008,0.0238,0.0373,1139
1/31/2020,Perry South,PA,Pittsburgh,Allegheny County,Pittsburgh,3884,1024,0.0149,-0.0002,0.0164,1676
1/31/2020,Homewood North,PA,Pittsburgh,Allegheny County,Pittsburgh,3952,947,0.0201,0.0218,0.0472,1197
1/31/2020,Maple Glen,PA,Philadelphia-Camden-Wilmington,Montgomery County,Upper Dublin Township,4037,2262,-0.0036,0.047,0.1373,1119
1/31/2020,Clearview,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,4066,1184,0.0184,-0.0596,-0.0493,1086
1/31/2020,Morningside,PA,Pittsburgh,Allegheny County,Pittsburgh,4086,1256,-0.0013,0.0058,0.0684,1380
1/31/2020,Central Northside,PA,Pittsburgh,Allegheny County,Pittsburgh,4132,1274,0.0157,0.037,0.0729,1261
1/31/2020,Hawthorne,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,4159,1799,-0.0093,-0.0084,0.024,1357
1/31/2020,Greenwich,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,4221,1310,-0.0127,0.0052,0.0275,1091
1/31/2020,North End,PA,Philadelphia-Camden-Wilmington,Montgomery County,Pottstown,4236,1386,0.013,0.0104,0.0646,1122
1/31/2020,Indian Creek,PA,Philadelphia-Camden-Wilmington,Bucks County,Levittown,4274,1743,0.0136,0.022,0.0242,1009
1/31/2020,East Allentown,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,4291,1203,0.0021,0.0082,0.0528,1075
1/31/2020,Washington-Rosedale,PA,Philadelphia-Camden-Wilmington,Montgomery County,Pottstown,4302,1342,0.0144,0.0196,0.0369,1308
1/31/2020,Duquesne Heights,PA,Pittsburgh,Allegheny County,Pittsburgh,4351,1245,0.0136,0.0226,0.0627,1335
1/31/2020,Allison Hill,PA,Harrisburg-Carlisle,Dauphin County,Harrisburg,4355,912,-0.0027,0.0098,-0.015,1347
1/31/2020,Hamilton Park,PA,Allentown-Bethlehem-Easton,Lehigh County,Allentown,4364,1453,0.0011,0.0375,0.0482,1417
1/31/2020,Gibsonia,PA,Pittsburgh,Allegheny County,Richland Township,4415,1477,0.019,0.0616,0.0883,1136
1/31/2020,Upper Lawrenceville,PA,Pittsburgh,Allegheny County,Pittsburgh,4437,1268,0.0007,0.0129,0.0759,1295
1/31/2020,Elliott,PA,Pittsburgh,Allegheny County,Pittsburgh,4473,1086,0.0209,0.0435,0.0961,1053
1/31/2020,Callow Hill,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,4481,1675,0.003,0.0117,0.0812,1116
1/31/2020,Fitler Square,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,4504,2206,0.0111,0.0088,-0.0089,1094
1/31/2020,Riverfront,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,4513,1927,-0.0026,-0.0115,0.0163,1294
1/31/2020,Lower Lawrenceville,PA,Pittsburgh,Allegheny County,Pittsburgh,4539,1463,0.0045,0.0368,0.0741,1052
1/31/2020,Nicetown,PA,Philadelphia-Camden-Wilmington,Philadelphia County,Philadelphia,4581,1122,0.0015,0.0027,0.0214,1480
1/31/2020,Riverside,RI,Providence-Warwick,Providence County,East Providence,649,1406,-0.0057,-0.0055,0.0389,5894
1/31/2020,West End,RI,Providence-Warwick,Providence County,Providence,668,1352,0.0024,-0.0144,0.0137,2634
1/31/2020,Pine Crest,RI,Providence-Warwick,Providence County,Pawtucket,719,1254,0.0107,0.0021,0.0495,9226
1/31/2020,Woodlawn,RI,Providence-Warwick,Providence County,Pawtucket,878,1252,0.0125,0.0187,0.0219,3734
1/31/2020,East Woonsocket,RI,Providence-Warwick,Providence County,Woonsocket,932,1217,0.0037,-0.008,0.059,3282
1/31/2020,Wanskuck,RI,Providence-Warwick,Providence County,Providence,1057,1325,0.0045,0.0233,0.05,2466
1/31/2020,Silverlake,RI,Providence-Warwick,Providence County,Providence,1097,1294,0.0091,0.0358,0.0429,2344
1/31/2020,Elmwood,RI,Providence-Warwick,Providence County,Providence,1286,1327,-0.0077,-0.0178,0.0204,1968
1/31/2020,Elmhurst,RI,Providence-Warwick,Providence County,Providence,1292,1468,-0.0051,-0.0136,-0.0054,3732
1/31/2020,Mount Pleasant,RI,Providence-Warwick,Providence County,Providence,1374,1283,-0.0081,0.0072,0.0512,2871
1/31/2020,Darlington,RI,Providence-Warwick,Providence County,Pawtucket,1590,1260,-0.0001,0.0099,0.0376,6015
1/31/2020,Bernon District,RI,Providence-Warwick,Providence County,Woonsocket,1639,1215,0.005,0.002,0.0429,2420
1/31/2020,Rumford,RI,Providence-Warwick,Providence County,East Providence,1716,1397,-0.0204,-0.0094,0.0258,2965
1/31/2020,Quality Hill,RI,Providence-Warwick,Providence County,Pawtucket,1855,1277,0.0084,0.0217,0.0394,2985
1/31/2020,Valley Falls,RI,Providence-Warwick,Providence County,Cumberland,1875,1315,0.0111,0.0342,0.0012,2063
1/31/2020,Washington Park,RI,Providence-Warwick,Providence County,Providence,1895,1369,0.0047,0.0379,0.0616,1967
1/31/2020,Fairlawn,RI,Providence-Warwick,Providence County,Pawtucket,1980,1250,0.0162,0.0208,0.024,4022
1/31/2020,Olneyville,RI,Providence-Warwick,Providence County,Providence,2031,1283,0.0004,0.0333,0.0138,1165
1/31/2020,Federal Hill,RI,Providence-Warwick,Providence County,Providence,2057,1385,-0.0042,-0.0381,0.0187,1972
1/31/2020,Hartford,RI,Providence-Warwick,Providence County,Providence,2203,1313,-0.0077,0.0071,0.0654,1381
1/31/2020,Blackstone,RI,Providence-Warwick,Providence County,Providence,2281,1708,0.0105,0.0071,-0.0011,3624
1/31/2020,Charles,RI,Providence-Warwick,Providence County,Providence,2311,1287,0.0155,0.0415,0.0179,2041
1/31/2020,Mount Hope,RI,Providence-Warwick,Providence County,Providence,2413,1549,-0.017,-0.0238,0.0035,1629
1/31/2020,Lower South Providence,RI,Providence-Warwick,Providence County,Providence,2431,1433,0.0154,0.0324,0.071,1111
1/31/2020,Valley,RI,Providence-Warwick,Providence County,Providence,2553,1311,-0.0076,0.0035,0.0491,1032
1/31/2020,Smith Hill,RI,Providence-Warwick,Providence County,Providence,2719,1384,0.0248,0.0445,0.07,1659
1/31/2020,Oak Hill,RI,Providence-Warwick,Providence County,Pawtucket,2781,1323,-0.0109,-0.0348,0.0236,2860
1/31/2020,Monestary Heights,RI,Providence-Warwick,Providence County,Cumberland,2914,1327,-0.0199,-0.0636,0.0025,1753
1/31/2020,Globe District,RI,Providence-Warwick,Providence County,Woonsocket,2931,1199,0.0038,0.0202,0.0358,1137
1/31/2020,Pascoag,RI,Providence-Warwick,Providence County,Burrillville,3278,1326,-0.009,-0.0287,0.06,1504
1/31/2020,Arnold Mills,RI,Providence-Warwick,Providence County,Cumberland,3355,1530,0.005,-0.0002,-0.0086,1439
1/31/2020,Fox Point,RI,Providence-Warwick,Providence County,Providence,3757,1653,-0.0085,-0.0372,-0.0376,1689
1/31/2020,Hope,RI,Providence-Warwick,Providence County,Providence,4067,1436,-0.0104,-0.0477,-0.0256,1425
1/31/2020,Kerry Hill-Van Zandt,RI,Providence-Warwick,Newport County,Newport,4713,1914,-0.0094,-0.0135,0.0859,1002
1/31/2020,Fifth Ward,RI,Providence-Warwick,Newport County,Newport,4741,2204,0.0002,-0.0289,0.0708,2085
1/31/2020,Kay-Catherine,RI,Providence-Warwick,Newport County,Newport,4746,2090,-0.0008,-0.0186,0.0634,1240
1/31/2020,Saint Andrews,SC,Columbia,Richland County,Columbia,547,904,0.0111,0.0079,-0.0067,5828
1/31/2020,Seven Oaks,SC,Columbia,Richland County,Columbia,866,1116,-0.0079,-0.0187,0.0038,4555
1/31/2020,Woodfield,SC,Columbia,Richland County,Columbia,1451,879,-0.0055,-0.0185,-0.0333,2808
1/31/2020,Sea Pines,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,Hilton Head Island,2143,2487,0.027,0.0339,0.0659,8324
1/31/2020,Hilton Head Plantation,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,Hilton Head Island,2362,2456,0.0183,0.0058,0.015,4561
1/31/2020,Indigo Run,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,Hilton Head Island,2772,1999,0.0193,0.026,0.0413,2534
1/31/2020,Harleston Village,SC,Charleston-North Charleston,Charleston County,Charleston,3020,2598,0.029,0.0257,0.0086,2193
1/31/2020,Daniel Island,SC,Charleston-North Charleston,Charleston County,Charleston,3598,2302,0.0083,-0.0136,0.0161,5851
1/31/2020,South Kilbourne,SC,Columbia,Richland County,Columbia,3782,902,0.0131,0.0234,-0.0199,1848
1/31/2020,Nicholtown,SC,Greenville-Anderson-Mauldin,Greenville County,Greenville,3843,1150,0.0041,0.0181,0.0511,1270
1/31/2020,Shadowmoss,SC,Charleston-North Charleston,Charleston County,Charleston,4042,1428,-0.0084,-0.052,-0.0322,1799
1/31/2020,Hyatt Park,SC,Columbia,Richland County,Columbia,4254,915,-0.0196,0.0125,0.0519,1531
1/31/2020,Wagener Terrace,SC,Charleston-North Charleston,Charleston County,Charleston,4376,1780,-0.0088,-0.0133,-0.0269,1528
1/31/2020,Westside,SC,Charleston-North Charleston,Charleston County,Charleston,4384,1867,-0.0029,0.0141,0.0064,1341
1/31/2020,Port Royal,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,Hilton Head Island,4435,2247,0.0143,-0.0055,0.0608,4133
1/31/2020,Converse Heights,SC,Spartanburg,Spartanburg County,Spartanburg,4567,1356,0.0116,-0.0192,0.0464,1202
1/31/2020,Earlewood,SC,Columbia,Richland County,Columbia,4593,1094,0.0246,0.0006,-0.0311,1241
1/31/2020,Palmetto Dunes,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,Hilton Head Island,4661,3105,0.0051,-0.029,-0.0328,4092
1/31/2020,Forest Beach,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,Hilton Head Island,4729,2029,0.0063,0.0093,-0.0349,3457
1/31/2020,Charlestowne,SC,Charleston-North Charleston,Charleston County,Charleston,4760,3892,0.003,0.0263,0.0628,1403
1/31/2020,Blufton,SC,Hilton Head Island-Bluffton-Beaufort,Beaufort County,Hilton Head Island,4833,1648,-0.015,-0.0272,-0.084,1161
1/31/2020,Augustana,SD,Sioux Falls,Minnehaha County,Sioux Falls,2519,922,-0.0026,-0.0352,-0.0032,1740
1/31/2020,East Memphis-Colonial-Yorkshire,TN,Memphis,Shelby County,Memphis,35,1132,-0.0049,-0.0196,0.0235,42670
1/31/2020,White Haven-Coro Lake,TN,Memphis,Shelby County,Memphis,52,817,-0.0009,0.0105,0.0007,27974
1/31/2020,Cordova-Appling,TN,Memphis,Shelby County,Memphis,87,1157,0.0073,0.0028,0.0312,21270
1/31/2020,Hickory Ridge-South Riverdale,TN,Memphis,Shelby County,Memphis,100,989,0.0047,0.0141,0.0385,16652
1/31/2020,Midtown,TN,Memphis,Shelby County,Memphis,108,818,0.0024,0.0078,0.0488,24686
1/31/2020,Raleigh,TN,Memphis,Shelby County,Memphis,147,874,0.0031,0.0196,0.0529,16065
1/31/2020,Downtown,TN,Memphis,Shelby County,Memphis,183,787,0.0072,0.0398,0.0524,17066
1/31/2020,River Oaks-Kirby-Balmoral,TN,Memphis,Shelby County,Memphis,235,1267,0.0053,-0.0124,0.0168,10246
1/31/2020,Parkway Village-Oakhaven,TN,Memphis,Shelby County,Memphis,248,813,-0.0004,0.0293,0.046,11334
1/31/2020,Shelby Forest-Frayser,TN,Memphis,Shelby County,Memphis,300,739,0.0177,0.0557,0.0613,11841
1/31/2020,Berclair-Highland Heights,TN,Memphis,Shelby County,Memphis,311,830,0.0132,0.0532,0.0704,13817
1/31/2020,McEwen,TN,Nashville-Davidson--Murfreesboro--Franklin,Williamson County,Franklin,650,1800,-0.0018,0.0013,0.03,7938
1/31/2020,Central Franklin,TN,Nashville-Davidson--Murfreesboro--Franklin,Williamson County,Franklin,890,1754,-0.0008,0.0145,0.0228,4911
1/31/2020,Seward Hall,TN,Nashville-Davidson--Murfreesboro--Franklin,Williamson County,Franklin,1153,2364,0.0064,0.0806,0.115,5500
1/31/2020,Heron Walk,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,1215,1297,0.0073,0.0057,0.02,3377
1/31/2020,West Meade,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,Nashville,1490,1697,0.0169,0.0212,0.0453,2926
1/31/2020,South Knoxville,TN,Knoxville,Knox County,Knoxville,1552,1121,-0.0172,-0.04,-0.0273,3580
